species,country,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Mexico,2012,7.67,7.5,10.0,10.0,10.0,7.33,7.5,7.67,7.33,7.5,82.5
Arabica,Mexico,2012,7.92,7.5,10.0,10.0,10.0,7.42,7.25,7.58,7.33,7.5,82.5
Arabica,Guatemala,2012,7.67,7.5,10.0,10.0,10.0,7.83,7.5,7.33,7.33,7.33,82.5
Arabica,Brazil,2012,7.67,7.42,10.0,10.0,10.0,7.5,7.5,7.67,7.33,7.42,82.5
Arabica,Colombia,2012,7.67,7.58,10.0,10.0,10.0,7.67,7.25,7.5,7.33,7.5,82.5
Arabica,United States (Hawaii),2012,7.33,7.58,10.0,10.0,10.0,7.67,7.42,7.75,7.33,7.42,82.5
Arabica,Honduras,2017,7.42,7.5,10.0,10.0,10.0,7.5,7.58,7.58,7.17,7.67,82.42
Arabica,Guatemala,2017,7.58,7.42,10.0,10.0,10.0,7.5,7.33,7.75,7.33,7.5,82.42
Arabica,Guatemala,2016,7.67,7.5,10.0,10.0,10.0,7.33,7.42,7.67,7.25,7.58,82.42
Arabica,Guatemala,2017,7.58,7.42,10.0,10.0,10.0,7.5,7.5,7.67,7.25,7.5,82.42
Arabica,Guatemala,2017,7.5,7.5,10.0,10.0,10.0,7.5,7.67,7.75,7.08,7.42,82.42
Arabica,Colombia,2016,5.08,8.08,10.0,10.0,10.0,8.08,7.83,7.75,7.83,7.75,82.42
Arabica,China,2015,7.67,7.58,10.0,10.0,10.0,7.42,7.42,7.5,7.42,7.42,82.42
Arabica,Brazil,2016,7.42,8.0,10.0,10.0,10.0,7.42,7.25,7.5,7.33,7.5,82.42
Arabica,Tanzania,2016,7.67,7.58,10.0,10.0,10.0,7.42,7.67,7.42,7.42,7.25,82.42
Arabica,Brazil,2016,7.17,7.42,10.0,10.0,10.0,7.42,7.75,7.5,7.33,7.83,82.42
Arabica,Guatemala,2013,7.5,7.33,10.0,10.0,10.0,7.5,7.42,7.67,7.5,7.5,82.42
Arabica,Mexico,2014,7.42,7.58,10.0,10.0,10.0,7.5,7.42,7.58,7.42,7.5,82.42
Arabica,Brazil,2012,7.58,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.33,7.67,82.42
Arabica,Peru,2013,7.58,7.5,10.0,10.0,9.33,7.58,7.5,7.75,7.58,7.58,82.42
Arabica,Brazil,2013,7.25,8.17,10.0,10.0,10.0,7.5,7.42,7.5,7.25,7.33,82.42
Arabica,Mexico,2013,7.5,7.5,10.0,10.0,9.33,7.67,7.42,7.92,7.5,7.58,82.42
Arabica,Honduras,2012,7.25,7.67,10.0,10.0,10.0,7.5,7.75,7.17,7.42,7.67,82.42
Arabica,Colombia,2013,7.67,7.42,10.0,10.0,10.0,7.5,7.58,7.5,7.33,7.42,82.42
Arabica,Mexico,2013,7.5,7.42,10.0,10.0,10.0,7.58,7.42,7.67,7.42,7.42,82.42
Arabica,Mexico,2012,7.42,7.42,10.0,10.0,10.0,7.5,7.58,7.42,7.5,7.58,82.42
Arabica,Mexico,2012,7.42,7.5,10.0,10.0,10.0,7.5,7.5,7.58,7.33,7.58,82.42
Arabica,Mexico,2012,7.75,7.58,10.0,10.0,10.0,7.33,7.58,7.58,7.25,7.33,82.42
Arabica,Mexico,2012,7.5,7.5,10.0,10.0,10.0,7.5,7.5,7.5,7.33,7.58,82.42
Arabica,Mexico,2012,7.58,7.58,10.0,10.0,10.0,7.5,7.5,7.5,7.17,7.58,82.42
Arabica,Mexico,2012,7.58,7.58,10.0,10.0,10.0,7.5,7.5,7.58,7.33,7.33,82.42
Arabica,Mexico,2012,7.67,7.5,10.0,10.0,10.0,7.33,7.58,7.42,7.33,7.58,82.42
Arabica,Mexico,2012,7.83,7.5,10.0,10.0,10.0,7.33,7.17,7.67,7.42,7.5,82.42
Arabica,Colombia,2012,7.67,7.58,10.0,10.0,10.0,7.67,7.5,7.42,7.25,7.33,82.42
Arabica,Brazil,2012,7.75,7.42,10.0,10.0,10.0,7.42,7.5,7.42,7.42,7.5,82.42
Arabica,Colombia,2011,7.33,7.75,10.0,10.0,10.0,7.58,7.42,7.58,7.17,7.58,82.42
Arabica,Colombia,2011,7.58,7.5,10.0,10.0,10.0,7.83,7.58,7.25,7.42,7.25,82.42
Arabica,Honduras,2017,7.5,7.58,10.0,10.0,10.0,7.42,7.42,7.5,7.33,7.58,82.33
Arabica,Brazil,2016,7.33,7.67,10.0,10.0,10.0,7.5,7.5,7.33,7.5,7.5,82.33
Arabica,Brazil,2017,7.42,7.5,10.0,10.0,10.0,7.58,7.5,7.5,7.42,7.42,82.33
Arabica,Brazil,2016,7.5,7.5,10.0,10.0,10.0,7.5,7.42,7.5,7.42,7.5,82.33
Arabica,Costa Rica,2015,7.75,7.5,10.0,10.0,10.0,7.67,7.42,7.25,7.25,7.5,82.33
Arabica,Costa Rica,2015,7.75,7.33,10.0,10.0,10.0,7.58,7.33,7.5,7.5,7.33,82.33
Arabica,China,2015,7.5,7.5,10.0,10.0,10.0,7.42,7.42,7.5,7.42,7.58,82.33
Arabica,Brazil,2016,8.25,7.75,10.0,6.67,10.0,8.08,8.17,8.33,7.25,7.83,82.33
Arabica,Brazil,2015,7.42,7.42,10.0,10.0,10.0,7.58,7.5,7.42,7.5,7.5,82.33
Arabica,Guatemala,2015,7.5,7.42,10.0,10.0,10.0,7.5,7.5,7.83,7.17,7.42,82.33
Arabica,Malawi,2014,7.33,7.58,10.0,10.0,10.0,7.5,7.33,7.58,7.42,7.58,82.33
Arabica,Brazil,2015,7.75,8.0,6.67,10.0,10.0,8.0,8.08,8.08,7.67,8.08,82.33
Arabica,Guatemala,2014,7.58,7.42,10.0,10.0,9.33,7.5,7.75,7.58,7.5,7.67,82.33
Arabica,Mexico,2014,7.33,7.5,10.0,10.0,10.0,7.5,7.5,7.5,7.42,7.58,82.33
Arabica,Colombia,2013,7.42,7.5,10.0,10.0,10.0,8.33,7.08,7.17,7.5,7.33,82.33
Arabica,Taiwan,2013,7.5,7.33,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5,82.33
Arabica,Taiwan,2013,7.5,7.33,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5,82.33
Arabica,Guatemala,2013,7.5,7.25,10.0,10.0,10.0,7.58,7.5,7.5,7.58,7.42,82.33
Arabica,Colombia,2013,7.5,7.33,10.0,10.0,10.0,7.58,7.5,7.5,7.5,7.42,82.33
Arabica,Mexico,2013,7.67,7.42,10.0,10.0,10.0,7.42,7.42,7.5,7.42,7.5,82.33
Arabica,Costa Rica,2012,7.92,7.67,10.0,9.33,9.33,7.58,7.92,7.75,7.25,7.58,82.33
Arabica,Guatemala,2012,7.67,7.33,10.0,10.0,10.0,7.33,7.5,7.67,7.33,7.5,82.33
Arabica,Mexico,2012,7.58,7.58,10.0,10.0,10.0,7.58,7.0,7.33,7.58,7.67,82.33
Arabica,Mexico,2012,7.67,7.0,10.0,10.0,10.0,7.5,7.5,7.58,7.5,7.58,82.33
Arabica,Guatemala,2012,7.5,7.5,10.0,10.0,10.0,7.5,7.33,7.5,7.33,7.67,82.33
Arabica,Brazil,2012,7.58,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.42,7.5,82.33
Arabica,Mexico,2012,8.0,7.83,10.0,10.0,9.33,7.67,7.08,7.33,7.33,7.75,82.33
Arabica,Brazil,2012,7.58,7.42,10.0,10.0,10.0,7.5,7.42,7.58,7.25,7.58,82.33
Arabica,Colombia,2012,7.83,7.33,10.0,10.0,10.0,7.42,7.58,7.25,7.33,7.58,82.33
Arabica,Taiwan,2017,7.0,10.0,10.0,10.0,10.0,7.0,7.0,7.17,7.0,7.08,82.25
Arabica,Guatemala,2016,7.67,7.33,10.0,10.0,10.0,7.42,7.42,7.67,7.25,7.5,82.25
Arabica,Brazil,2016,7.42,7.67,10.0,10.0,10.0,7.42,7.5,7.08,7.5,7.67,82.25
Arabica,El Salvador,2014,7.58,7.58,9.33,9.33,9.33,8.42,7.83,7.67,7.5,7.67,82.25
Arabica,Honduras,2015,7.58,7.33,10.0,10.0,10.0,7.42,7.42,7.58,7.42,7.5,82.25
Arabica,Malawi,2014,7.58,7.42,10.0,10.0,10.0,7.5,7.58,7.42,7.33,7.42,82.25
Arabica,Brazil,2015,7.75,7.42,10.0,10.0,10.0,7.33,7.33,7.42,7.42,7.58,82.25
Arabica,Taiwan,2013,7.5,7.25,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5,82.25
Arabica,Mexico,2013,7.58,7.42,10.0,10.0,10.0,7.42,7.42,7.42,7.42,7.58,82.25
Arabica,United States (Hawaii),2013,7.33,7.42,10.0,10.0,10.0,7.42,7.5,7.67,7.5,7.42,82.25
Arabica,Mexico,2012,7.58,7.58,10.0,10.0,10.0,7.42,7.42,7.17,7.5,7.58,82.25
Arabica,Guatemala,2012,7.5,7.33,10.0,10.0,10.0,7.33,7.67,7.58,7.33,7.5,82.25
Arabica,Mexico,2012,7.5,7.33,10.0,10.0,10.0,7.42,7.33,7.67,7.42,7.58,82.25
Arabica,Mexico,2012,7.67,7.33,10.0,10.0,10.0,7.42,7.42,7.5,7.33,7.58,82.25
Arabica,El Salvador,2012,7.75,7.33,10.0,10.0,10.0,7.5,7.5,7.5,7.33,7.33,82.25
Arabica,Mexico,2012,7.33,7.42,10.0,10.0,10.0,7.5,7.33,7.67,7.42,7.58,82.25
Arabica,Mexico,2012,7.42,7.42,10.0,10.0,10.0,7.5,7.42,7.58,7.42,7.5,82.25
Arabica,Colombia,2012,7.5,7.42,10.0,10.0,10.0,7.33,7.58,7.33,7.67,7.42,82.25
Arabica,Colombia,2012,7.67,7.58,10.0,10.0,10.0,7.5,7.5,7.33,7.33,7.33,82.25
Arabica,Brazil,2012,7.67,7.5,10.0,10.0,10.0,7.58,7.5,7.0,7.42,7.58,82.25
Arabica,Brazil,2016,7.42,7.5,10.0,10.0,10.0,7.5,7.42,7.42,7.5,7.42,82.17
Arabica,Honduras,2015,7.5,7.58,10.0,10.0,10.0,7.5,7.5,7.42,7.17,7.5,82.17
Arabica,Tanzania,2015,7.58,7.5,10.0,10.0,10.0,7.42,7.5,7.33,7.42,7.42,82.17
Arabica,Tanzania,2016,7.42,7.58,10.0,10.0,10.0,7.33,7.5,7.5,7.42,7.42,82.17
Arabica,Brazil,2016,6.92,7.58,10.0,10.0,10.0,7.5,7.83,7.33,7.42,7.58,82.17
Arabica,Thailand,2014,7.42,7.5,10.0,10.0,10.0,7.67,7.25,7.75,7.17,7.42,82.17
Arabica,Honduras,2015,7.67,7.33,10.0,10.0,10.0,7.42,7.58,7.42,7.25,7.5,82.17
Arabica,Guatemala,2014,7.42,7.42,10.0,10.0,10.0,7.5,7.42,7.5,7.5,7.42,82.17
Arabica,Brazil,2014,7.58,7.5,10.0,10.0,10.0,7.42,7.5,7.25,7.42,7.5,82.17
Arabica,Tanzania,2014,7.75,7.25,10.0,10.0,10.0,7.42,7.33,7.58,7.42,7.42,82.17
Arabica,Mexico,2013,7.42,7.33,10.0,10.0,10.0,8.17,7.33,7.42,7.17,7.33,82.17
Arabica,Mexico,2013,7.5,7.5,10.0,10.0,10.0,7.42,7.5,7.42,7.33,7.5,82.17
Arabica,Taiwan,2013,7.5,7.17,10.0,10.0,10.0,7.5,7.5,7.5,7.5,7.5,82.17
Arabica,Taiwan,2012,7.67,7.58,10.0,10.0,10.0,7.58,7.17,7.17,7.5,7.5,82.17
Arabica,Colombia,2013,7.33,7.5,10.0,10.0,10.0,7.5,7.75,7.58,7.25,7.25,82.17
Arabica,Mexico,2012,7.5,7.67,10.0,10.0,10.0,7.5,7.33,7.5,7.0,7.67,82.17
Arabica,Guatemala,2012,7.25,7.17,9.33,10.0,10.0,7.75,8.17,7.75,7.0,7.75,82.17
Arabica,Mexico,2012,7.5,7.5,10.0,10.0,10.0,7.33,7.5,7.5,7.25,7.58,82.17
Arabica,Mexico,2012,7.0,7.58,10.0,10.0,10.0,7.5,7.42,7.5,7.5,7.67,82.17
Arabica,Indonesia,2017,7.5,7.33,10.0,10.0,10.0,7.42,7.5,7.42,7.42,7.5,82.08
Arabica,Colombia,2016,7.75,7.58,10.0,9.33,9.33,7.58,7.83,7.67,7.42,7.58,82.08
Arabica,Brazil,2016,7.42,7.5,10.0,10.0,10.0,7.25,7.42,7.5,7.42,7.58,82.08
Arabica,Brazil,2016,7.25,7.25,10.0,10.0,10.0,7.92,7.25,7.58,7.58,7.25,82.08
Arabica,Costa Rica,2015,7.75,7.67,10.0,10.0,10.0,7.42,7.17,7.25,7.42,7.42,82.08
Arabica,Tanzania,2014,7.42,7.42,10.0,10.0,10.0,7.58,7.5,7.42,7.42,7.33,82.08
Arabica,Tanzania,2014,7.42,7.5,10.0,10.0,10.0,7.5,7.33,7.33,7.5,7.5,82.08
Arabica,Colombia,2013,7.5,7.25,10.0,10.0,10.0,7.42,7.67,7.42,7.42,7.42,82.08
Arabica,Costa Rica,2013,7.58,7.33,10.0,10.0,10.0,7.67,7.5,7.33,7.33,7.33,82.08
Arabica,United States (Hawaii),2012,7.25,7.5,10.0,10.0,10.0,7.42,7.5,7.25,7.58,7.58,82.08
Arabica,Mexico,2012,7.42,7.42,10.0,10.0,10.0,7.42,7.42,7.33,7.5,7.58,82.08
Arabica,Mexico,2012,7.5,7.5,10.0,10.0,10.0,7.5,7.25,7.5,7.42,7.42,82.08
Arabica,Mexico,2012,7.67,7.33,10.0,10.0,10.0,7.33,7.42,7.58,7.25,7.5,82.08
Arabica,Vietnam,2012,7.67,7.42,10.0,10.0,10.0,7.08,7.67,7.08,7.17,8.0,82.08
Arabica,Mexico,2012,7.58,7.33,10.0,10.0,10.0,7.42,7.33,7.75,7.25,7.42,82.08
Arabica,United States (Hawaii),2012,7.33,7.42,10.0,10.0,10.0,7.83,7.08,7.58,7.33,7.5,82.08
Arabica,Colombia,2011,7.67,7.17,10.0,10.0,10.0,7.58,7.25,7.33,7.67,7.42,82.08
Arabica,Honduras,2017,7.5,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.17,7.5,82.0
Arabica,Honduras,2016,7.5,7.5,10.0,10.0,10.0,7.5,7.42,7.33,7.25,7.5,82.0
Arabica,Brazil,2016,7.5,7.5,10.0,10.0,10.0,7.42,7.33,7.5,7.42,7.33,82.0
Arabica,Tanzania,2015,7.67,7.42,10.0,10.0,10.0,7.42,7.42,7.42,7.33,7.33,82.0
Arabica,Laos,2015,7.42,7.5,10.0,10.0,10.0,7.5,7.5,7.33,7.25,7.5,82.0
Arabica,Tanzania,2014,7.42,7.5,10.0,10.0,10.0,7.42,7.33,7.58,7.33,7.42,82.0
Arabica,Malawi,2014,7.5,7.33,10.0,10.0,10.0,7.5,7.33,7.58,7.33,7.42,82.0
Arabica,Taiwan,2013,7.33,7.75,10.0,10.0,10.0,7.33,7.5,7.42,7.17,7.5,82.0
Arabica,Thailand,2013,7.58,7.33,10.0,10.0,10.0,7.42,7.33,7.42,7.42,7.5,82.0
Arabica,Costa Rica,2013,7.5,7.33,10.0,10.0,10.0,7.5,7.75,7.33,7.33,7.25,82.0
Arabica,Honduras,2014,7.33,7.17,10.0,10.0,10.0,7.83,7.5,7.5,7.33,7.33,82.0
Arabica,Colombia,2013,7.33,7.17,10.0,10.0,10.0,7.58,7.5,7.5,7.58,7.33,82.0
Arabica,Taiwan,2012,7.42,7.42,10.0,10.0,9.33,7.5,8.0,7.42,7.33,7.58,82.0
Arabica,Brazil,2012,7.33,7.67,10.0,10.0,10.0,7.42,7.33,7.17,7.42,7.67,82.0
Arabica,Mexico,2012,7.67,7.42,10.0,10.0,10.0,7.42,7.42,7.5,7.25,7.33,82.0
Arabica,Brazil,2012,7.42,7.42,10.0,10.0,10.0,7.5,7.33,7.5,7.33,7.5,82.0
Arabica,Brazil,2012,7.42,7.42,10.0,10.0,10.0,7.42,7.5,7.5,7.25,7.5,82.0
Arabica,Guatemala,2012,7.33,7.17,10.0,10.0,10.0,7.67,7.67,7.5,7.33,7.33,82.0
Arabica,Brazil,2012,7.58,7.33,10.0,10.0,10.0,7.42,7.5,7.5,7.17,7.5,82.0
Arabica,Guatemala,2012,7.75,7.42,9.33,10.0,10.0,7.67,7.75,7.42,7.33,7.33,82.0
Arabica,Guatemala,2017,7.58,7.58,10.0,10.0,9.33,7.5,7.58,7.58,7.25,7.5,81.92
Arabica,Guatemala,2017,7.5,7.42,10.0,10.0,10.0,7.42,7.42,7.42,7.25,7.5,81.92
Arabica,Honduras,2017,7.58,7.33,10.0,10.0,10.0,7.5,7.42,7.33,7.25,7.5,81.92
Arabica,Brazil,2017,7.42,7.5,10.0,10.0,10.0,7.33,7.5,7.5,7.33,7.33,81.92
Arabica,El Salvador,2014,7.67,7.33,9.33,10.0,10.0,7.67,7.5,7.5,7.33,7.58,81.92
Arabica,Guatemala,2015,7.58,7.25,10.0,10.0,10.0,7.33,7.17,7.83,7.17,7.58,81.92
Arabica,Tanzania,2014,7.33,7.42,10.0,10.0,10.0,7.58,7.5,7.42,7.33,7.33,81.92
Arabica,Nicaragua,2013,7.58,7.33,10.0,10.0,10.0,7.67,7.5,7.17,7.25,7.42,81.92
Arabica,Zambia,2014,7.67,7.25,10.0,10.0,10.0,7.42,7.75,7.33,7.42,7.08,81.92
Arabica,Honduras,2012,7.42,7.42,10.0,10.0,10.0,7.5,7.33,7.58,7.33,7.33,81.92
Arabica,Taiwan,2012,7.5,7.25,10.0,10.0,10.0,7.5,7.5,7.25,7.42,7.5,81.92
Arabica,Mexico,2013,7.58,7.25,10.0,10.0,10.0,7.25,7.5,7.58,7.25,7.5,81.92
Arabica,Mexico,2012,7.5,7.42,10.0,10.0,10.0,7.5,7.5,7.25,7.25,7.5,81.92
Arabica,Mexico,2012,7.5,7.58,10.0,10.0,10.0,7.33,7.33,7.5,7.25,7.42,81.92
Arabica,Mexico,2012,7.33,7.5,10.0,10.0,10.0,7.33,7.42,7.58,7.17,7.58,81.92
Arabica,Mexico,2012,7.67,7.33,10.0,10.0,9.33,7.5,7.5,7.83,7.33,7.42,81.92
Arabica,Brazil,2012,7.42,7.33,10.0,10.0,10.0,7.5,7.33,7.5,7.25,7.58,81.92
Arabica,Colombia,2010,7.67,7.33,10.0,10.0,10.0,7.33,7.33,7.58,7.33,7.33,81.92
Arabica,Guatemala,2017,7.42,7.42,10.0,10.0,10.0,7.42,7.33,7.5,7.25,7.5,81.83
Arabica,Costa Rica,2016,7.25,7.33,10.0,10.0,10.0,7.42,7.67,7.33,7.5,7.33,81.83
Arabica,Brazil,2016,7.42,7.33,10.0,10.0,10.0,7.25,7.42,7.5,7.42,7.5,81.83
Arabica,Indonesia,2015,7.75,5.17,10.0,10.0,10.0,7.83,7.92,7.75,7.58,7.83,81.83
Arabica,Guatemala,2015,7.58,7.17,10.0,10.0,10.0,7.25,7.58,7.42,7.33,7.5,81.83
Arabica,Brazil,2016,7.17,7.75,10.0,10.0,10.0,7.25,7.75,7.5,6.83,7.58,81.83
Arabica,Brazil,2016,7.58,8.25,10.0,10.0,10.0,7.5,7.67,6.92,6.92,7.0,81.83
Arabica,Myanmar,2015,7.33,7.33,10.0,10.0,10.0,7.33,7.33,7.42,7.5,7.58,81.83
Arabica,Mexico,2015,7.58,7.42,10.0,10.0,10.0,7.33,7.17,7.5,7.33,7.5,81.83
Arabica,Honduras,2015,7.5,7.33,10.0,10.0,10.0,7.25,7.42,7.5,7.33,7.5,81.83
Arabica,Costa Rica,2015,7.67,7.42,10.0,10.0,10.0,7.42,7.08,7.25,7.5,7.5,81.83
Arabica,Taiwan,2014,7.67,7.33,10.0,10.0,10.0,7.33,7.75,7.25,7.17,7.33,81.83
Arabica,Indonesia,2014,7.42,7.42,10.0,10.0,10.0,7.42,7.42,7.33,7.42,7.42,81.83
Arabica,Malawi,2014,7.58,7.42,10.0,10.0,10.0,7.42,7.33,7.33,7.33,7.42,81.83
Arabica,Brazil,2015,7.33,7.33,10.0,10.0,10.0,7.33,7.83,7.17,7.25,7.58,81.83
Arabica,Honduras,2014,7.5,7.5,10.0,10.0,10.0,7.33,7.33,7.33,7.33,7.5,81.83
Arabica,Mexico,2014,7.42,7.5,10.0,10.0,10.0,7.42,7.33,7.5,7.25,7.42,81.83
Arabica,Colombia,2013,7.5,7.33,10.0,10.0,10.0,7.58,7.5,7.42,7.0,7.5,81.83
Arabica,United States (Hawaii),2012,7.83,8.0,10.0,6.67,10.0,7.83,7.83,8.0,7.83,7.83,81.83
Arabica,Brazil,2012,7.75,7.83,9.33,9.33,9.33,7.75,7.83,7.42,7.5,7.75,81.83
Arabica,Guatemala,2013,7.83,7.5,9.33,10.0,9.33,7.83,7.67,7.33,7.33,7.67,81.83
Arabica,Mexico,2012,7.83,7.25,10.0,10.0,10.0,7.33,7.25,7.58,7.25,7.33,81.83
Arabica,Mexico,2012,7.33,7.42,10.0,10.0,10.0,7.5,7.5,7.5,7.25,7.33,81.83
Arabica,Brazil,2011,7.33,7.33,10.0,10.0,10.0,7.25,7.5,7.5,7.25,7.67,81.83
Arabica,Colombia,2011,7.58,7.33,10.0,10.0,10.0,7.33,7.33,7.58,7.17,7.5,81.83
Arabica,Guatemala,2017,7.5,7.33,10.0,10.0,10.0,7.33,7.42,7.42,7.25,7.5,81.75
Arabica,Vietnam,2014,7.0,8.0,10.0,10.0,10.0,7.33,7.5,7.5,7.33,7.08,81.75
Arabica,Tanzania,2014,7.42,7.42,10.0,10.0,10.0,7.33,7.33,7.42,7.42,7.42,81.75
Arabica,Brazil,2013,7.17,7.25,10.0,10.0,10.0,8.25,7.42,7.25,7.17,7.25,81.75
Arabica,Mexico,2012,7.5,7.5,10.0,10.0,10.0,7.25,7.25,7.42,7.33,7.5,81.75
Arabica,Mexico,2012,7.42,7.25,10.0,10.0,10.0,7.42,7.33,7.67,7.17,7.5,81.75
Arabica,Mexico,2012,7.42,7.25,10.0,10.0,10.0,7.33,7.33,7.58,7.33,7.5,81.75
Arabica,Mexico,2012,7.33,7.33,10.0,10.0,10.0,7.25,7.42,7.67,7.33,7.42,81.75
Arabica,Mexico,2012,7.5,7.33,10.0,10.0,10.0,7.25,7.67,7.33,7.25,7.42,81.75
Arabica,Colombia,2011,7.33,7.17,10.0,10.0,10.0,7.67,7.5,7.33,7.33,7.42,81.75
Arabica,Brazil,2017,7.42,7.25,10.0,10.0,10.0,7.25,7.5,7.5,7.25,7.5,81.67
Arabica,Guatemala,2017,7.42,7.58,10.0,10.0,10.0,7.42,7.33,7.42,7.08,7.42,81.67
Arabica,Guatemala,2017,7.42,7.33,10.0,10.0,10.0,7.42,7.33,7.67,7.17,7.33,81.67
Arabica,Honduras,2016,7.58,7.25,10.0,10.0,10.0,7.25,7.42,7.33,7.33,7.5,81.67
Arabica,Tanzania,2016,7.17,7.58,10.0,10.0,10.0,7.33,7.5,7.42,7.33,7.33,81.67
Arabica,Colombia,2016,7.75,7.67,10.0,10.0,10.0,7.83,5.25,7.67,7.75,7.75,81.67
Arabica,Brazil,2016,7.25,7.25,10.0,10.0,10.0,7.58,7.5,7.42,6.92,7.75,81.67
Arabica,Tanzania,2014,7.42,7.33,10.0,10.0,10.0,7.42,7.5,7.42,7.25,7.33,81.67
Arabica,Tanzania,2013,7.33,7.5,10.0,10.0,10.0,7.33,7.42,7.25,7.5,7.33,81.67
Arabica,Brazil,2015,7.25,7.33,10.0,10.0,10.0,7.42,7.5,7.5,7.25,7.42,81.67
Arabica,Indonesia,2013,7.17,7.58,10.0,10.0,10.0,7.42,7.33,7.42,7.33,7.42,81.67
Arabica,Honduras,2014,7.5,7.5,10.0,10.0,10.0,7.17,7.17,7.5,7.5,7.33,81.67
Arabica,Costa Rica,2013,7.5,8.08,10.0,10.0,10.0,7.08,7.5,7.17,7.17,7.17,81.67
Arabica,Mexico,2014,7.42,7.42,10.0,9.33,9.33,7.5,7.58,8.0,7.67,7.42,81.67
Arabica,Taiwan,2013,7.5,7.25,10.0,10.0,10.0,7.25,7.42,7.25,7.5,7.5,81.67
Arabica,Taiwan,2013,7.58,7.25,10.0,10.0,10.0,7.33,7.33,7.42,7.33,7.42,81.67
Arabica,Mexico,2013,7.5,7.42,10.0,10.0,10.0,7.33,7.33,7.58,7.08,7.42,81.67
Arabica,Guatemala,2012,7.5,7.17,10.0,10.0,10.0,7.33,7.33,7.33,7.33,7.67,81.67
Arabica,Mexico,2012,7.25,7.58,10.0,10.0,8.67,7.58,7.67,7.67,7.58,7.67,81.67
Arabica,Mexico,2012,7.67,7.08,10.0,10.0,10.0,7.25,7.5,7.75,7.17,7.25,81.67
