species,country,harvest_year,aroma,cupper_points,sweetness,clean_cup,uniformity,balance,body,acidity,aftertaste,flavor,total_cup_points
Arabica,Mexico,2012,7.5,7.17,10.0,10.0,10.0,7.42,7.42,7.42,7.33,7.42,81.67
Arabica,Mexico,2012,7.58,7.42,10.0,10.0,10.0,7.17,7.25,7.58,7.25,7.42,81.67
Arabica,Mexico,2012,7.75,7.67,10.0,10.0,9.33,7.33,7.58,7.17,7.25,7.58,81.67
Arabica,United States (Hawaii),2012,7.42,7.25,10.0,10.0,10.0,7.83,7.17,7.33,7.33,7.33,81.67
Arabica,Guatemala,2017,7.42,7.42,10.0,10.0,10.0,7.33,7.42,7.5,7.08,7.42,81.58
Arabica,Taiwan,2016,7.42,7.25,10.0,10.0,10.0,7.25,7.33,7.67,7.25,7.42,81.58
Arabica,Costa Rica,2015,7.58,7.25,10.0,10.0,10.0,7.58,7.08,7.17,7.5,7.42,81.58
Arabica,Tanzania,2014,7.42,7.25,10.0,10.0,10.0,7.33,7.42,7.42,7.33,7.42,81.58
Arabica,Malawi,2014,7.42,7.33,10.0,10.0,10.0,7.33,7.33,7.58,7.17,7.42,81.58
Arabica,Taiwan,2014,7.33,7.0,9.33,10.0,10.0,8.25,8.33,7.08,7.08,7.17,81.58
Arabica,Brazil,2013,7.42,7.33,10.0,10.0,10.0,7.25,7.5,7.33,7.33,7.42,81.58
Arabica,Guatemala,2013,7.42,7.17,10.0,10.0,10.0,7.5,7.42,7.58,7.17,7.33,81.58
Arabica,Mexico,2013,7.67,7.33,10.0,10.0,10.0,7.42,6.75,7.5,7.42,7.5,81.58
Arabica,Mexico,2012,7.33,7.33,10.0,10.0,10.0,7.17,7.5,7.5,7.25,7.5,81.58
Arabica,Mexico,2012,7.67,7.67,8.67,10.0,10.0,7.42,7.58,7.58,7.42,7.58,81.58
Arabica,Thailand,2011,7.08,7.33,10.0,10.0,10.0,7.5,7.17,7.58,7.58,7.33,81.58
Arabica,Thailand,2011,7.33,7.33,10.0,10.0,10.0,7.33,7.58,7.5,7.17,7.33,81.58
Arabica,Guatemala,2017,7.67,7.58,10.0,10.0,9.33,7.42,7.33,7.42,7.17,7.58,81.5
Arabica,Nicaragua,2017,7.5,7.33,10.0,10.0,10.0,7.33,7.25,7.33,7.33,7.42,81.5
Arabica,Honduras,2017,7.5,7.33,10.0,10.0,10.0,7.25,7.17,7.42,7.33,7.5,81.5
Arabica,Guatemala,2017,7.5,7.33,10.0,10.0,10.0,7.25,7.5,7.25,7.25,7.42,81.5
Arabica,Taiwan,2015,7.5,7.33,10.0,10.0,10.0,7.25,7.58,7.08,7.33,7.42,81.5
Arabica,Myanmar,2015,7.25,7.42,10.0,10.0,10.0,7.33,7.33,7.5,7.25,7.42,81.5
Arabica,Costa Rica,2014,7.83,7.33,10.0,10.0,10.0,7.5,7.33,7.08,7.08,7.33,81.5
Arabica,Malawi,2014,7.67,7.33,10.0,10.0,10.0,7.17,7.5,7.5,6.92,7.42,81.5
Arabica,Guatemala,2014,7.5,7.17,10.0,10.0,10.0,7.42,7.25,7.58,7.17,7.42,81.5
Arabica,Taiwan,2014,7.42,7.5,9.33,10.0,10.0,7.5,7.42,7.33,7.67,7.33,81.5
Arabica,Brazil,2014,7.58,7.75,9.33,9.33,9.33,7.83,7.67,7.67,7.5,7.5,81.5
Arabica,Haiti,2013,7.42,7.33,10.0,10.0,10.0,7.33,7.42,7.42,7.25,7.33,81.5
Arabica,Taiwan,2013,7.5,7.42,10.0,10.0,10.0,7.33,7.33,7.25,7.25,7.42,81.5
Arabica,Mexico,2013,7.33,7.25,10.0,10.0,10.0,7.5,7.5,7.42,7.17,7.33,81.5
Arabica,Mexico,2012,7.58,7.17,10.0,10.0,10.0,7.33,7.33,7.42,7.25,7.42,81.5
Arabica,Mexico,2012,7.42,7.08,10.0,10.0,10.0,8.0,7.17,7.42,7.17,7.25,81.5
Arabica,Mexico,2012,7.33,7.25,10.0,10.0,10.0,7.42,7.33,7.33,7.33,7.5,81.5
Arabica,Mexico,2012,7.42,7.5,10.0,10.0,10.0,7.42,7.25,7.17,7.33,7.42,81.5
Arabica,Mexico,2012,7.5,7.42,10.0,10.0,9.33,7.58,7.42,7.5,7.25,7.5,81.5
Arabica,Indonesia,2012,7.75,7.17,10.0,10.0,10.0,7.33,7.58,7.33,7.17,7.17,81.5
Arabica,Brazil,2012,7.5,7.17,10.0,10.0,10.0,7.33,7.5,7.42,7.17,7.42,81.5
Arabica,Guatemala,2012,7.33,7.42,10.0,10.0,10.0,7.33,7.17,7.42,7.33,7.5,81.5
Arabica,Mexico,2017,7.58,7.25,10.0,10.0,10.0,7.33,7.5,7.33,7.08,7.33,81.42
Arabica,Guatemala,2016,7.42,7.42,10.0,10.0,10.0,7.25,7.33,7.58,7.08,7.33,81.42
Arabica,Brazil,2016,7.33,7.5,10.0,10.0,10.0,7.42,6.83,7.33,7.5,7.5,81.42
Arabica,Honduras,2015,7.5,7.25,10.0,10.0,10.0,7.42,7.5,7.25,7.17,7.33,81.42
Arabica,Taiwan,2014,7.83,7.08,10.0,10.0,10.0,7.08,7.08,7.17,7.42,7.75,81.42
Arabica,Malawi,2014,7.58,7.42,10.0,10.0,10.0,7.42,7.08,7.42,7.33,7.17,81.42
Arabica,Brazil,2015,7.25,7.42,10.0,10.0,10.0,7.33,7.33,7.17,7.42,7.5,81.42
Arabica,Guatemala,2014,7.42,7.08,10.0,10.0,10.0,7.42,7.42,7.42,7.17,7.5,81.42
Arabica,Mexico,2014,7.67,7.33,10.0,10.0,10.0,7.42,7.25,7.17,7.25,7.33,81.42
Arabica,Peru,2013,7.42,7.25,10.0,10.0,10.0,7.42,7.42,7.33,7.17,7.42,81.42
Arabica,Guatemala,2013,7.42,7.08,10.0,10.0,10.0,7.5,7.42,7.42,7.25,7.33,81.42
Arabica,Mexico,2012,7.42,7.58,10.0,10.0,10.0,7.42,7.25,7.17,7.25,7.33,81.42
Arabica,Mexico,2012,7.42,7.25,10.0,10.0,10.0,7.33,7.5,7.25,7.25,7.42,81.42
Arabica,Colombia,2011,7.5,7.17,10.0,10.0,10.0,7.75,7.17,7.17,7.25,7.42,81.42
Arabica,Colombia,2010,7.75,7.33,10.0,10.0,10.0,7.25,7.33,7.0,7.42,7.33,81.42
Arabica,Colombia,2016,7.5,7.25,10.0,10.0,10.0,7.42,7.33,7.17,7.33,7.33,81.33
Arabica,Honduras,2017,7.5,7.33,10.0,10.0,10.0,7.33,7.5,7.17,7.0,7.5,81.33
Arabica,Mexico,2016,7.67,7.17,10.0,10.0,10.0,7.08,7.58,7.42,7.0,7.42,81.33
Arabica,Brazil,2016,7.25,7.33,10.0,10.0,10.0,7.42,7.33,7.33,7.33,7.33,81.33
Arabica,Honduras,2015,7.58,7.42,10.0,10.0,10.0,7.17,7.17,7.42,7.17,7.42,81.33
Arabica,Brazil,2015,7.17,7.42,10.0,10.0,10.0,7.33,7.42,7.25,7.42,7.33,81.33
Arabica,Philippines,2014,7.08,7.33,10.0,10.0,10.0,7.5,7.33,7.33,7.42,7.33,81.33
Arabica,Malawi,2014,7.75,7.25,10.0,10.0,10.0,7.25,7.33,7.33,7.08,7.33,81.33
Arabica,Honduras,2014,7.33,7.33,10.0,10.0,10.0,7.33,7.5,7.33,7.17,7.33,81.33
Arabica,Mexico,2012,7.58,7.25,10.0,10.0,10.0,7.25,7.25,7.33,7.25,7.42,81.33
Arabica,Mexico,2012,7.33,7.25,10.0,10.0,10.0,7.33,7.58,7.42,7.17,7.25,81.33
Arabica,Taiwan,2015,7.83,5.25,10.0,10.0,9.33,7.75,7.83,7.83,7.67,7.75,81.25
Arabica,Brazil,2016,7.17,7.33,10.0,10.0,10.0,8.17,6.92,7.08,7.17,7.42,81.25
Arabica,Nicaragua,2015,7.08,7.5,10.0,10.0,10.0,7.25,7.42,7.17,7.33,7.5,81.25
Arabica,Honduras,2015,7.42,7.42,10.0,10.0,10.0,7.25,7.33,7.5,7.17,7.17,81.25
Arabica,Guatemala,2014,7.33,7.33,10.0,10.0,10.0,7.33,7.42,7.25,7.17,7.42,81.25
Arabica,Tanzania,2014,7.33,7.42,10.0,10.0,10.0,7.42,7.25,7.5,7.17,7.17,81.25
Arabica,Taiwan,2013,7.5,7.25,10.0,10.0,10.0,7.25,7.25,7.25,7.25,7.5,81.25
Arabica,Guatemala,2013,7.5,7.08,10.0,10.0,10.0,7.25,7.0,7.58,7.5,7.33,81.25
Arabica,Mexico,2012,7.42,7.5,10.0,10.0,9.33,7.42,7.5,7.33,7.33,7.42,81.25
Arabica,Nicaragua,2016,7.33,7.25,10.0,10.0,10.0,7.17,7.58,7.17,7.17,7.5,81.17
Arabica,Tanzania,2016,7.67,7.17,10.0,10.0,10.0,7.17,7.5,7.33,7.17,7.17,81.17
Arabica,Mexico,2015,7.75,7.17,10.0,10.0,10.0,7.25,7.08,7.25,7.08,7.58,81.17
Arabica,Costa Rica,2015,7.5,7.42,10.0,10.0,10.0,7.17,7.08,7.17,7.33,7.5,81.17
Arabica,Honduras,2015,7.42,7.33,10.0,10.0,10.0,7.33,7.33,7.42,7.0,7.33,81.17
Arabica,Thailand,2014,6.83,7.42,10.0,10.0,10.0,7.42,7.5,7.17,7.42,7.42,81.17
Arabica,Philippines,2014,7.25,7.25,10.0,10.0,10.0,7.5,7.58,7.08,7.25,7.25,81.17
Arabica,Tanzania,2014,7.58,7.33,10.0,10.0,10.0,7.25,7.33,7.33,7.17,7.17,81.17
Arabica,Malawi,2014,7.58,7.25,10.0,10.0,10.0,7.33,7.33,7.08,7.33,7.25,81.17
Arabica,Costa Rica,2014,7.33,7.25,10.0,10.0,10.0,7.58,7.33,7.25,7.33,7.08,81.17
Arabica,Brazil,2013,7.42,7.17,10.0,10.0,10.0,7.25,7.33,7.42,7.17,7.42,81.17
Arabica,Mexico,2012,7.42,7.08,10.0,10.0,10.0,7.17,7.42,7.75,7.08,7.25,81.17
Arabica,Guatemala,2012,7.42,7.25,10.0,10.0,10.0,7.42,7.25,7.25,7.33,7.25,81.17
Arabica,Brazil,2012,7.42,7.08,10.0,10.0,10.0,7.17,7.5,7.42,7.25,7.33,81.17
Arabica,Ethiopia,2016,7.42,7.25,10.0,10.0,10.0,7.17,7.42,7.33,7.17,7.33,81.08
Arabica,Brazil,2016,7.58,7.33,9.33,10.0,9.33,7.58,7.75,7.25,7.5,7.42,81.08
Arabica,Nicaragua,2015,7.33,7.0,10.0,10.0,10.0,7.33,7.33,7.42,7.33,7.33,81.08
Arabica,United States,2014,7.42,7.17,10.0,10.0,10.0,7.33,7.25,7.42,7.33,7.17,81.08
Arabica,Tanzania,2014,7.42,7.17,10.0,10.0,10.0,7.33,7.25,7.25,7.33,7.33,81.08
Arabica,Costa Rica,2014,7.42,7.17,10.0,10.0,10.0,7.58,7.25,7.25,7.17,7.25,81.08
Arabica,United States (Puerto Rico),2013,7.67,8.5,10.0,10.0,6.67,7.67,7.58,7.58,7.67,7.75,81.08
Arabica,Mexico,2012,7.25,7.25,10.0,10.0,10.0,7.33,7.17,7.33,7.33,7.42,81.08
Arabica,Mexico,2012,7.33,7.08,10.0,10.0,10.0,7.42,7.25,7.42,7.33,7.25,81.08
Arabica,Mexico,2012,7.33,7.25,10.0,10.0,10.0,7.25,7.25,7.42,7.25,7.33,81.08
Arabica,Mexico,2012,7.42,7.25,10.0,10.0,10.0,7.25,7.17,7.42,7.25,7.33,81.08
Arabica,United States (Hawaii),2012,7.42,7.33,10.0,10.0,10.0,7.17,6.92,7.58,7.25,7.42,81.08
Arabica,El Salvador,2017,7.42,7.25,10.0,10.0,10.0,7.58,7.25,7.33,7.08,7.08,81.0
Arabica,Brazil,2017,7.33,7.17,10.0,10.0,10.0,7.17,7.33,7.67,7.17,7.17,81.0
Arabica,Guatemala,2016,7.42,7.25,10.0,10.0,10.0,7.17,7.25,7.5,7.17,7.25,81.0
Arabica,Colombia,2016,7.67,7.75,10.0,10.0,10.0,7.75,7.67,5.25,7.42,7.5,81.0
Arabica,Guatemala,2015,7.5,7.25,10.0,10.0,10.0,7.25,7.5,7.25,7.0,7.25,81.0
Arabica,Taiwan,2015,7.25,7.33,10.0,10.0,10.0,7.33,7.5,7.25,7.17,7.17,81.0
Arabica,Honduras,2014,7.42,7.33,10.0,10.0,10.0,7.17,7.25,7.33,7.25,7.25,81.0
Arabica,Brazil,2014,7.67,7.75,10.0,6.67,10.0,7.75,7.83,7.75,7.83,7.75,81.0
Arabica,Tanzania,2014,7.33,7.33,10.0,10.0,10.0,7.33,7.17,7.42,7.08,7.33,81.0
Arabica,Uganda,2013,7.33,7.42,10.0,10.0,10.0,7.42,7.42,7.33,7.17,6.92,81.0
Arabica,Taiwan,2013,7.5,7.25,10.0,10.0,10.0,7.33,7.33,7.33,7.33,6.92,81.0
Arabica,Thailand,2012,7.33,7.17,10.0,10.0,10.0,7.17,7.25,7.42,7.25,7.42,81.0
Arabica,Mexico,2012,7.08,7.25,10.0,10.0,10.0,7.25,7.42,7.33,7.33,7.33,81.0
Arabica,Mexico,2012,7.58,7.5,10.0,10.0,8.0,7.5,7.58,7.67,7.5,7.67,81.0
Arabica,Taiwan,2017,7.33,7.25,10.0,10.0,10.0,7.25,7.33,7.33,7.25,7.17,80.92
Arabica,Guatemala,2017,7.67,7.5,9.33,9.33,9.33,7.5,7.67,7.58,7.33,7.67,80.92
Arabica,Kenya,2017,7.17,5.42,10.0,10.0,10.0,7.75,8.0,7.5,7.5,7.58,80.92
Arabica,Mexico,2017,7.5,7.33,10.0,10.0,9.33,7.33,7.5,7.42,7.17,7.33,80.92
Arabica,Myanmar,2015,7.17,7.42,10.0,10.0,10.0,7.0,7.33,7.58,7.0,7.42,80.92
Arabica,United States (Hawaii),2014,7.42,7.25,10.0,10.0,10.0,7.25,7.58,7.17,7.17,7.08,80.92
Arabica,Tanzania,2014,7.33,7.25,10.0,10.0,10.0,7.33,7.42,7.25,7.17,7.17,80.92
Arabica,Brazil,2015,7.25,7.25,10.0,10.0,10.0,7.33,7.25,7.25,7.25,7.33,80.92
Arabica,Taiwan,2014,7.92,6.75,10.0,10.0,10.0,7.08,7.08,7.08,7.33,7.67,80.92
Arabica,Brazil,2015,7.17,7.33,10.0,10.0,10.0,7.33,7.25,7.25,7.17,7.42,80.92
Arabica,Nicaragua,2013,7.33,7.33,10.0,10.0,10.0,7.42,7.5,7.0,7.25,7.08,80.92
Arabica,Guatemala,2014,7.58,7.08,10.0,10.0,10.0,7.17,7.25,7.5,6.92,7.42,80.92
Arabica,Taiwan,2013,7.42,7.25,10.0,10.0,10.0,7.25,7.25,7.25,7.25,7.25,80.92
Arabica,Taiwan,2013,7.25,7.17,10.0,10.0,10.0,8.08,7.08,7.08,7.08,7.17,80.92
Arabica,Taiwan,2013,7.42,7.25,10.0,10.0,10.0,7.25,7.25,7.25,7.25,7.25,80.92
Arabica,Mexico,2012,7.58,7.0,10.0,10.0,10.0,7.25,7.17,7.5,7.08,7.33,80.92
Arabica,Laos,2016,7.42,7.33,10.0,10.0,10.0,7.25,7.17,7.17,7.17,7.33,80.83
Arabica,Guatemala,2013,7.67,7.08,10.0,10.0,10.0,7.25,7.17,7.33,7.08,7.25,80.83
Arabica,Mexico,2012,7.17,7.33,10.0,10.0,10.0,7.33,7.25,7.42,7.25,7.08,80.83
Arabica,Mexico,2012,7.33,7.17,10.0,10.0,10.0,7.17,7.25,7.33,7.33,7.25,80.83
Arabica,Mexico,2012,7.5,7.25,10.0,10.0,10.0,7.17,7.17,7.25,7.33,7.17,80.83
Arabica,United States (Hawaii),2012,7.42,7.0,10.0,10.0,10.0,7.5,7.33,7.25,7.0,7.33,80.83
Arabica,Colombia,2010,7.33,7.33,10.0,10.0,10.0,7.67,7.33,6.83,7.0,7.33,80.83
Arabica,Brazil,2016,7.17,7.25,10.0,10.0,10.0,7.58,7.25,7.17,7.08,7.25,80.75
Arabica,Myanmar,2015,6.92,7.17,10.0,10.0,10.0,7.08,7.5,7.58,7.0,7.5,80.75
Arabica,Guatemala,2015,7.5,7.17,10.0,10.0,10.0,7.17,7.17,7.42,7.0,7.33,80.75
Arabica,Nicaragua,2015,7.25,7.25,10.0,10.0,10.0,7.25,7.33,7.25,7.17,7.25,80.75
Arabica,Honduras,2015,7.5,7.08,10.0,10.0,10.0,7.17,7.25,7.42,7.0,7.33,80.75
Arabica,Panama,2014,7.25,7.17,10.0,10.0,10.0,7.17,7.33,7.33,7.17,7.33,80.75
Arabica,Honduras,2015,7.42,7.17,10.0,10.0,10.0,7.25,7.25,7.42,7.08,7.17,80.75
Arabica,Honduras,2015,7.25,7.0,10.0,10.0,10.0,7.33,7.25,7.5,7.08,7.33,80.75
Arabica,Costa Rica,2014,7.33,7.25,10.0,10.0,10.0,7.17,7.17,7.25,7.25,7.33,80.75
Arabica,Mexico,2012,7.58,7.5,10.0,9.33,9.33,7.5,7.5,7.25,7.42,7.33,80.75
Arabica,Haiti,2012,7.42,7.25,10.0,10.0,10.0,7.33,7.08,7.25,7.42,7.0,80.75
Arabica,United States (Hawaii),2011,7.08,6.92,10.0,10.0,10.0,7.67,7.33,7.25,7.17,7.33,80.75
Arabica,Taiwan,2016,7.33,7.33,10.0,10.0,10.0,7.33,7.42,7.08,7.08,7.08,80.67
Arabica,Indonesia,2015,7.58,7.33,10.0,9.33,9.33,7.5,7.5,7.67,7.0,7.42,80.67
Arabica,Guatemala,2016,7.67,7.0,10.0,10.0,10.0,7.17,7.42,7.17,6.83,7.42,80.67
Arabica,Costa Rica,2015,7.83,8.0,10.0,10.0,6.67,7.5,7.83,7.67,7.67,7.5,80.67
Arabica,Malawi,2014,7.5,7.17,10.0,10.0,10.0,7.17,7.25,7.17,7.17,7.25,80.67
Arabica,Mexico,2014,7.25,7.25,10.0,10.0,10.0,7.42,7.17,7.25,7.17,7.17,80.67
Arabica,Colombia,2014,7.67,8.5,6.67,10.0,10.0,7.75,7.5,7.67,7.42,7.5,80.67
Arabica,Guatemala,2013,7.67,7.33,10.0,10.0,10.0,7.0,7.0,7.5,7.0,7.17,80.67
Arabica,Guatemala,2012,7.0,7.17,10.0,10.0,10.0,7.33,7.0,7.33,7.5,7.33,80.67
Arabica,Guatemala,2012,7.0,7.33,10.0,10.0,10.0,7.17,7.17,7.17,7.33,7.5,80.67
Arabica,Brazil,2016,7.33,7.42,10.0,10.0,9.33,7.25,7.58,7.08,7.33,7.25,80.58
Arabica,Nicaragua,2016,7.08,7.33,10.0,10.0,10.0,7.0,7.42,7.25,7.0,7.5,80.58
Arabica,Tanzania,2014,7.25,7.25,10.0,10.0,10.0,7.25,7.33,7.33,7.08,7.08,80.58
Arabica,Brazil,2015,7.42,7.25,10.0,10.0,10.0,7.25,7.08,7.0,7.33,7.25,80.58
Arabica,Honduras,2014,7.5,7.17,10.0,10.0,10.0,7.0,7.33,7.42,7.0,7.17,80.58
Arabica,Guatemala,2014,7.17,7.25,10.0,10.0,10.0,7.25,7.17,7.5,6.83,7.42,80.58
Arabica,Taiwan,2017,7.17,7.17,10.0,10.0,10.0,7.25,7.17,7.42,7.17,7.17,80.5
Arabica,Guatemala,2017,7.33,7.25,10.0,10.0,10.0,7.17,7.25,7.17,7.08,7.25,80.5
Arabica,Honduras,2017,7.58,7.0,10.0,10.0,10.0,7.08,7.33,7.17,7.0,7.33,80.5
Arabica,Mauritius,2016,7.25,7.25,10.0,10.0,10.0,7.17,7.25,7.17,7.17,7.25,80.5
Arabica,Brazil,2016,7.25,7.33,10.0,10.0,9.33,7.25,7.33,7.5,7.17,7.33,80.5
Arabica,Myanmar,2015,7.17,7.08,10.0,10.0,10.0,7.08,7.25,7.42,7.17,7.33,80.5
Arabica,Guatemala,2014,7.5,7.17,10.0,10.0,10.0,7.17,7.17,7.5,6.83,7.17,80.5
Arabica,Brazil,2013,7.42,7.42,10.0,9.33,9.33,7.5,7.67,7.33,7.08,7.42,80.5
Arabica,United States (Hawaii),2013,7.42,7.17,10.0,10.0,8.67,7.42,7.58,7.58,7.33,7.33,80.5
Arabica,Guatemala,2013,7.5,6.67,10.0,10.0,10.0,7.0,7.17,7.67,7.0,7.5,80.5
Arabica,Mexico,2012,7.25,7.17,10.0,10.0,10.0,7.17,7.25,7.33,7.08,7.25,80.5
Arabica,Honduras,2016,7.25,7.0,10.0,10.0,10.0,7.0,7.33,7.42,7.0,7.42,80.42
Arabica,Taiwan,2014,7.58,7.0,10.0,10.0,10.0,7.17,7.17,7.17,7.17,7.17,80.42
Arabica,El Salvador,2013,7.33,7.25,10.0,10.0,10.0,7.17,7.33,7.08,7.08,7.17,80.42
Arabica,China,2013,7.25,7.17,10.0,10.0,10.0,7.17,7.33,7.17,7.25,7.08,80.42
Arabica,Taiwan,2013,7.25,7.0,10.0,10.0,10.0,7.25,7.25,7.25,7.17,7.25,80.42
Arabica,Mexico,2012,6.92,7.25,10.0,10.0,10.0,7.17,7.33,7.5,7.08,7.17,80.42
Arabica,Mexico,2012,7.42,7.08,10.0,10.0,10.0,7.17,7.25,7.33,7.08,7.08,80.42
Arabica,Burundi,2016,7.08,7.33,10.0,10.0,10.0,7.08,7.08,7.33,7.17,7.25,80.33
Arabica,Tanzania,2016,7.25,7.17,10.0,10.0,10.0,7.08,7.42,7.25,7.0,7.17,80.33
Arabica,Tanzania,2014,7.25,7.08,10.0,10.0,10.0,7.08,7.25,7.25,7.25,7.17,80.33
Arabica,Taiwan,2013,7.25,7.0,10.0,10.0,10.0,7.25,7.25,7.25,7.08,7.25,80.33
Arabica,Guatemala,2013,7.33,7.17,10.0,10.0,10.0,7.17,7.0,7.5,6.83,7.33,80.33
Arabica,Mexico,2012,7.25,7.08,10.0,10.0,10.0,7.17,7.33,7.33,7.08,7.08,80.33
Arabica,United States (Hawaii),2012,7.17,7.08,10.0,10.0,9.33,7.33,7.67,7.33,6.92,7.5,80.33
Arabica,Ethiopia,2010,7.25,7.08,10.0,9.33,9.33,8.0,7.5,7.33,7.25,7.25,80.33
Arabica,Brazil,2017,7.17,7.25,10.0,10.0,10.0,7.0,7.0,7.08,7.42,7.33,80.25
Arabica,Honduras,2016,7.25,7.33,10.0,10.0,10.0,7.0,7.42,7.0,7.0,7.25,80.25
Arabica,Mexico,2016,7.25,7.17,10.0,10.0,10.0,7.0,7.33,7.33,7.0,7.17,80.25
Arabica,Myanmar,2015,8.0,6.83,10.0,10.0,10.0,6.92,7.08,7.33,7.0,7.08,80.25
Arabica,Myanmar,2014,7.42,7.25,10.0,10.0,10.0,7.33,7.17,7.0,7.08,7.0,80.25
Arabica,Nicaragua,2015,7.08,7.25,10.0,10.0,10.0,7.25,7.5,7.25,7.0,6.92,80.25
Arabica,United States (Hawaii),2014,7.5,7.33,9.33,9.33,9.33,7.58,7.42,7.67,7.67,7.08,80.25
Arabica,Colombia,2012,7.42,7.58,8.67,8.67,8.67,7.58,8.08,7.75,7.83,8.0,80.25
Arabica,Taiwan,2013,7.25,7.0,10.0,10.0,10.0,7.25,7.17,7.25,7.25,7.08,80.25
Arabica,Guatemala,2012,7.0,7.25,10.0,10.0,10.0,7.17,7.0,7.33,7.33,7.17,80.25
Arabica,Mexico,2012,7.58,7.17,10.0,10.0,10.0,7.0,6.75,7.25,7.17,7.33,80.25
Arabica,Vietnam,2017,7.42,7.25,10.0,10.0,8.67,7.33,7.42,7.58,7.25,7.25,80.17
Arabica,Nicaragua,2015,7.17,7.17,10.0,10.0,10.0,7.08,7.25,7.33,7.08,7.08,80.17
Arabica,Honduras,2015,7.25,7.33,10.0,10.0,10.0,7.08,7.08,7.17,7.0,7.25,80.17
Arabica,Guatemala,2013,7.33,7.0,10.0,10.0,10.0,7.17,7.17,7.17,7.0,7.33,80.17
Arabica,Mexico,2012,7.33,7.08,10.0,10.0,10.0,7.08,7.25,7.42,6.92,7.08,80.17
Arabica,Mexico,2012,7.58,7.42,10.0,10.0,8.67,7.17,7.08,7.5,7.33,7.42,80.17
Arabica,Mexico,2012,7.33,7.0,10.0,10.0,10.0,7.0,7.25,7.08,7.17,7.33,80.17
Arabica,Guatemala,2012,7.33,7.17,10.0,10.0,10.0,7.0,7.0,7.33,7.0,7.33,80.17
Arabica,Brazil,2017,7.17,7.08,10.0,10.0,10.0,7.25,7.25,7.17,7.0,7.17,80.08
Arabica,Taiwan,2014,7.42,7.0,10.0,10.0,10.0,7.0,7.0,7.17,7.25,7.25,80.08
